date,a__team,h__team,a__goals_p1,a__goals_p2,a__goals_p3,a__goals_ot,a__goals_total,h__goals_p1,h__goals_p2,h__goals_p3,h__goals_ot,h__goals_total,moneyline,fav,over_under
2022-04-21,TOR,TB,0,0,1,0,1,0,4,4,0,8,-140,Home,6.5
2022-04-21,VAN,MIN,0,3,0,0,3,0,3,3,0,6,-175,Home,6
2022-04-21,DAL,CGY,0,1,1,0,2,0,1,3,0,4,-230,Home,6
2022-04-21,CHI,LA,0,1,0,0,1,1,1,2,0,4,-280,Home,6.5
2022-04-21,STL,SJ,1,1,1,0,3,1,0,0,0,1,-200,Away,6.5
2022-04-22,OTT,CBJ,0,0,1,1,2,1,0,0,0,1,0,Even,6.5
2022-04-22,SEA,MIN,2,0,1,0,3,1,5,0,0,6,-300,Home,6
2022-04-22,COL,EDM,1,1,1,0,3,0,4,2,0,6,-115,Home,6.5
2022-04-22,WAS,ARI,1,0,1,0,2,0,0,0,0,0,-430,Away,6.5
2022-04-23,CAR,NJ,0,0,2,1,3,0,1,1,0,2,-250,Away,6.5
2022-04-23,NYI,BUF,1,0,2,0,3,1,3,1,0,5,-130,Away,6
2022-04-23,PIT,DET,2,3,2,0,7,1,1,0,0,2,-290,Away,6.5
2022-04-23,NYR,BOS,0,0,1,0,1,1,1,1,0,3,-140,Home,5.5
2022-04-23,MTL,OTT,1,2,1,0,4,1,5,0,0,6,-160,Home,6
2022-04-23,NSH,TB,1,1,0,0,2,3,1,2,0,6,-145,Home,6.5
2022-04-23,TOR,FLA,2,0,0,0,2,0,2,0,1,3,-135,Home,7.5
2022-04-23,CHI,SJ,0,1,0,0,1,1,2,1,0,4,-150,Home,6.5
2022-04-23,SEA,DAL,2,0,0,0,2,0,3,0,0,3,-280,Home,6
2022-04-23,STL,ARI,3,1,0,1,5,1,0,3,0,4,-430,Away,6.5
2022-04-23,VAN,CGY,0,1,2,0,3,0,2,4,0,6,-210,Home,6.5
2022-04-23,ANA,LA,0,2,0,0,2,1,1,2,0,4,-250,Home,6
2022-04-24,CAR,NYI,2,0,3,0,5,1,1,0,0,2,-200,Away,6
2022-04-24,DET,NJ,1,0,2,0,3,0,0,0,0,0,-170,Home,6.5
2022-04-24,EDM,CBJ,1,1,0,0,2,1,0,4,0,5,-260,Away,6.5
2022-04-24,PIT,PHI,0,0,1,0,1,1,1,2,0,4,-270,Away,6.5
2022-04-24,BOS,MTL,2,2,1,0,5,0,1,2,0,3,-320,Away,6
2022-04-24,COL,WPG,0,0,1,0,1,0,0,4,0,4,-190,Away,6.5
2022-04-24,TB,FLA,3,2,3,0,8,2,1,1,0,4,-125,Home,6.5
2022-04-24,TOR,WAS,1,0,2,1,4,1,0,2,0,3,-120,Home,7
2022-04-24,MIN,NSH,1,3,0,1,5,1,2,1,0,4,-130,Away,6.5
2022-04-24,STL,ANA,0,4,2,0,6,2,0,1,0,3,-210,Away,6.5
2022-04-24,SJ,VGK,1,1,2,1,5,1,2,1,0,4,-380,Home,6
2022-04-25,PHI,CHI,1,0,0,0,1,2,0,1,0,3,-135,Home,6.5
2022-04-26,CAR,NYR,0,3,1,0,4,0,1,2,0,3,-125,Home,5.5
2022-04-26,CBJ,TB,1,0,0,0,1,2,1,1,0,4,-420,Home,6.5
2022-04-26,DET,TOR,0,0,0,0,0,0,1,2,0,3,-475,Home,6.5
2022-04-26,EDM,PIT,1,1,3,0,5,0,1,0,0,1,-140,Home,6.5
2022-04-26,FLA,BOS,2,0,0,0,2,2,1,1,0,4,-120,Away,6.5
2022-04-26,NJ,OTT,0,2,2,0,4,1,2,1,1,5,-145,Home,6.5
2022-04-26,NYI,WAS,1,0,3,0,4,1,0,0,0,1,-175,Home,6
2022-04-26,ARI,MIN,0,1,4,0,5,1,0,2,0,3,-600,Home,6.5
2022-04-26,CGY,NSH,1,1,2,1,5,0,2,2,0,4,-135,Away,6
2022-04-26,VGK,DAL,1,1,0,0,2,0,1,1,1,3,0,Even,5.5
2022-04-26,STL,COL,0,1,2,0,3,0,3,2,0,5,-175,Home,6.5
2022-04-26,SEA,VAN,0,2,0,0,2,3,0,2,0,5,-190,Home,6.5
2022-04-26,ANA,SJ,1,2,2,0,5,0,2,0,0,2,-150,Home,5.5
2022-04-27,MTL,NYR,1,1,2,0,4,0,1,2,0,3,-175,Home,6.5
2022-04-27,PHI,WPG,0,0,0,0,0,1,2,1,0,4,-200,Home,6.5
2022-04-27,ARI,DAL,0,0,3,1,4,2,1,0,0,3,-475,Home,6
2022-04-27,VGK,CHI,1,2,0,0,3,2,1,0,1,4,-210,Away,6.5
2022-04-27,LA,SEA,0,3,2,0,5,1,2,0,0,3,-145,Away,6
2022-04-28,BUF,BOS,0,0,0,0,0,0,2,3,0,5,-300,Home,6
2022-04-28,FLA,OTT,1,0,3,0,4,0,0,0,0,0,-160,Away,7
2022-04-28,NJ,CAR,1,0,2,0,3,3,1,2,0,6,-250,Home,6.5
2022-04-28,TB,CBJ,0,1,1,0,2,1,1,3,0,5,-280,Away,6.5
2022-04-28,WAS,NYI,0,0,1,0,1,2,0,3,0,5,-140,Away,5.5
2022-04-28,CGY,MIN,0,1,1,0,2,0,1,1,1,3,-115,Away,6.5
2022-04-28,NSH,COL,1,2,1,1,5,3,1,0,0,4,-320,Home,6.5
2022-04-28,SJ,EDM,2,1,1,0,4,0,2,2,1,5,-330,Home,6.5
2022-04-28,LA,VAN,0,2,0,0,2,0,0,2,1,3,-175,Home,6
2022-04-29,BOS,TOR,1,0,1,0,2,3,0,2,0,5,-120,Home,6
2022-04-29,CHI,BUF,0,1,1,0,2,0,0,2,1,3,-140,Home,6.5
2022-04-29,CBJ,PIT,0,1,2,0,3,3,2,0,0,5,-440,Home,6.5
2022-04-29,DET,NJ,1,1,3,0,5,1,1,1,0,3,-170,Home,6.5
2022-04-29,FLA,MTL,1,0,1,0,2,4,4,2,0,10,-175,Away,7
2022-04-29,OTT,PHI,0,1,3,0,4,1,0,1,0,2,0,Even,6.5
2022-04-29,WAS,NYR,0,2,0,0,2,0,2,1,0,3,-120,Home,5.5
2022-04-29,TB,NYI,1,0,5,0,6,1,2,1,0,4,-170,Away,6
2022-04-29,CGY,WPG,1,0,0,0,1,1,1,1,0,3,-135,Away,6.5
2022-04-29,COL,MIN,0,1,0,0,1,2,1,1,0,4,-160,Home,6.5
2022-04-29,VGK,STL,1,2,4,0,7,1,2,1,0,4,-170,Home,6
2022-04-29,ANA,DAL,1,1,0,0,2,0,2,2,0,4,-240,Home,5.5
2022-04-29,VAN,EDM,1,0,1,0,2,0,0,2,1,3,-120,Home,6.5
2022-04-29,SJ,SEA,0,0,0,0,0,2,0,1,0,3,-135,Home,6
2022-04-29,NSH,ARI,4,0,0,0,4,1,2,2,0,5,-230,Away,6.5
